,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-06-30,443.25,443.24,443.25,662318.0
2023-07-03,443.89,443.89,443.9,224084.0
2023-07-05,443.13,443.13,443.14,369371.0
2023-07-06,439.68,439.67,439.68,563942.0
2023-07-07,438.55,438.54,438.55,563028.0
2023-07-10,439.66,439.65,439.66,405656.0
2023-07-11,442.49,442.48,442.49,453481.0
2023-07-12,446.01,446.01,446.02,586796.0
2023-07-13,449.54,449.53,449.54,445831.0
2023-07-14,449.28,449.27,449.28,469145.0
2023-07-17,450.85,450.84,450.85,356627.0
2023-07-18,454.19,454.18,454.19,535487.0
2023-07-19,455.12,455.11,455.12,463350.0
2023-07-20,452.18,452.17,452.18,512308.0
2023-07-21,452.19,452.18,452.19,451689.0
2023-07-24,454.19,454.19,454.2,364798.0
2023-07-25,455.43,455.42,455.43,367389.0
2023-07-26,455.5,455.5,455.51,511783.0
2023-07-27,452.48,452.47,452.48,654331.0
2023-07-28,456.89,456.88,456.91,548780.0
2023-07-31,457.79,457.78,457.79,405505.0
2023-08-01,456.47,456.46,456.47,369665.0
2023-08-02,450.16,450.15,450.16,622673.0
2023-08-03,448.85,448.84,448.85,465826.0
2023-08-04,446.8,446.79,446.8,661109.0
2023-08-07,450.7,450.7,450.71,411471.0
2023-08-08,448.75,448.75,448.76,504755.0
2023-08-09,445.75,445.74,445.75,576314.0
2023-08-10,445.93,445.92,445.93,702126.0
2023-08-11,445.57,445.57,445.58,505019.0
2023-08-14,448.1,448.09,448.1,361774.0
2023-08-15,442.94,442.94,442.95,532253.0
2023-08-16,439.63,439.62,439.63,555283.0
2023-08-17,436.25,436.25,436.26,590549.0
2023-08-18,436.47,436.46,436.47,630152.0
2023-08-21,439.34,439.33,439.34,510889.0
2023-08-22,438.11,438.1,438.11,470782.0
2023-08-23,442.98,442.97,442.98,465424.0
2023-08-24,436.93,436.92,436.93,683441.0
2023-08-25,439.94,439.94,439.95,780664.0
2023-08-28,442.72,442.71,442.72,476471.0
2023-08-29,449.15,449.14,449.15,633567.0
2023-08-30,451.0,451.0,451.01,511583.0
2023-08-31,450.27,450.26,450.27,462311.0
2023-09-01,451.22,451.21,451.22,423001.0
2023-09-05,449.25,449.24,449.25,410747.0
2023-09-06,446.19,446.18,446.19,538898.0
2023-09-07,444.84,444.83,444.84,495798.0
2023-09-08,445.5,445.5,445.51,419538.0
2023-09-11,448.49,448.48,448.49,433768.0
2023-09-12,445.97,445.96,445.97,462379.0
