,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-11-09,46.95,46.95,46.95,3796031.0
2023-11-10,48.34,48.33,48.35,2830075.0
2023-11-13,48.61,48.61,48.62,2789796.0
2023-11-14,49.65,49.65,49.65,2876047.0
2023-11-15,48.91,48.91,48.91,3320792.0
2023-11-16,49.49,49.48,49.49,2388684.0
2023-11-17,49.3,49.3,49.3,2244561.0
2023-11-20,50.42,50.42,50.42,2757498.0
2023-11-21,49.98,49.98,49.99,3317592.0
2023-11-22,48.7,48.7,48.71,6498772.0
2023-11-24,47.76,47.76,47.76,2052669.0
2023-11-27,48.24,48.23,48.26,2797757.0
2023-11-28,47.82,47.81,47.83,2881739.0
2023-11-29,48.13,48.12,48.14,2418433.0
2023-11-30,46.78,46.77,46.79,3141991.0
2023-12-01,46.75,46.75,46.76,2535482.0
2023-12-04,45.51,45.5,45.51,3071297.0
2023-12-05,46.58,46.57,46.58,2658077.0
2023-12-06,45.51,45.5,45.52,2661866.0
2023-12-07,46.6,46.59,46.6,2257797.0
2023-12-08,47.51,47.51,47.51,2499907.0
2023-12-11,46.64,46.63,46.64,3508688.0
2023-12-12,47.65,47.65,47.66,2650501.0
2023-12-13,48.1,48.09,48.1,3159489.0
2023-12-14,48.35,48.34,48.35,2648783.0
2023-12-15,48.92,48.89,48.94,3089727.0
2023-12-18,50.08,50.08,50.08,2935701.0
2023-12-19,49.61,49.6,49.61,3183002.0
2023-12-20,48.12,48.11,48.12,2851865.0
2023-12-21,48.99,48.98,49.0,2191312.0
2023-12-22,48.83,48.82,48.84,1859404.0
2023-12-26,49.28,49.28,49.28,1688014.0
2023-12-27,49.42,49.42,49.42,1679662.0
2023-12-28,49.52,49.52,49.52,1774233.0
2023-12-29,49.52,49.52,49.53,2866955.0
2024-01-02,48.19,48.17,48.2,2859006.0
2024-01-03,47.58,47.57,47.59,2198004.0
2024-01-04,47.99,47.99,47.99,2151339.0
2024-01-05,49.09,49.09,49.09,2972249.0
2024-01-08,52.26,52.26,52.27,4551394.0
2024-01-09,53.14,53.13,53.14,5735959.0
2024-01-10,54.34,54.33,54.35,3919095.0
2024-01-11,54.83,54.82,54.84,4451027.0
2024-01-12,54.71,54.71,54.71,2584446.0
2024-01-16,56.4,56.4,56.4,3133612.0
2024-01-17,56.05,56.03,56.07,3462897.0
2024-01-18,57.11,57.1,57.11,3452947.0
2024-01-19,59.5,59.49,59.5,3787335.0
2024-01-22,59.67,59.67,59.67,2983930.0
2024-01-23,59.86,59.86,59.87,2061318.0
2024-01-24,61.37,61.36,61.39,4085449.0
2024-01-25,61.65,61.64,61.66,3409535.0
2024-01-26,61.02,61.01,61.03,2719912.0
2024-01-29,62.48,62.47,62.48,2301981.0
2024-01-30,62.76,62.75,62.77,2871451.0
2024-01-31,61.51,61.49,61.52,3142713.0
2024-02-01,63.03,63.02,63.04,2595259.0
2024-02-02,66.15,66.15,66.16,3280477.0
2024-02-05,69.31,69.3,69.33,4697336.0
2024-02-06,68.22,68.21,68.24,4756746.0
2024-02-07,70.12,70.12,70.12,3366646.0
2024-02-08,69.65,69.64,69.66,2759564.0
2024-02-09,72.11,72.11,72.12,2990769.0
2024-02-12,72.3,72.29,72.3,4257285.0
2024-02-13,72.19,72.18,72.19,4115091.0
2024-02-14,73.86,73.86,73.86,3497273.0
2024-02-15,72.67,72.66,72.68,2839945.0
2024-02-16,72.6,72.59,72.61,3390359.0
2024-02-20,69.47,69.46,69.48,4586465.0
2024-02-21,67.5,67.48,67.51,3558071.0
2024-02-22,78.46,78.46,78.47,5175721.0
2024-02-23,78.83,78.82,78.85,5574424.0
2024-02-26,79.11,79.09,79.14,3377904.0
2024-02-27,78.71,78.7,78.72,2643985.0
2024-02-28,77.69,77.68,77.7,2465293.0
2024-02-29,79.23,79.02,79.44,2754008.0
2024-03-01,82.27,82.24,82.29,3145742.0
2024-03-04,85.25,85.25,85.25,3992648.0
2024-03-05,86.0,85.99,86.0,3390070.0
