,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2006-07-24,126.22,126.2,126.24,858770.0
2006-07-25,126.59,126.57,126.6,914759.0
2006-07-26,126.78,126.77,126.79,788854.0
2006-07-27,126.68,126.66,126.7,798727.0
2006-07-28,127.98,127.94,128.03,686073.0
2006-07-31,127.77,127.75,127.79,450218.0
2006-08-01,127.22,127.2,127.23,568650.0
2006-08-02,128.0,127.98,128.03,616197.0
2006-08-03,128.32,128.31,128.34,579499.0
2006-08-04,128.16,128.12,128.21,728091.0
2006-08-07,127.95,127.91,127.98,416217.0
2006-08-08,127.62,127.59,127.64,836225.0
2006-08-09,126.91,126.88,126.93,705062.0
2006-08-10,127.33,127.3,127.36,619964.0
2006-08-11,126.98,126.96,127.0,436805.0
2006-08-14,127.16,127.13,127.19,549530.0
2006-08-15,128.58,128.57,128.59,590450.0
2006-08-16,129.69,129.66,129.71,602200.0
2006-08-17,129.94,129.91,129.97,667631.0
2006-08-18,130.61,130.57,130.65,541172.0
2006-08-21,130.16,130.14,130.17,376128.0
2006-08-22,130.15,130.12,130.18,553520.0
2006-08-23,129.69,129.66,129.71,606359.0
2006-08-24,129.72,129.7,129.75,526376.0
2006-08-25,129.85,129.8,129.9,396768.0
2006-08-28,130.5,130.49,130.5,509219.0
2006-08-29,130.59,130.56,130.63,551342.0
2006-08-30,130.72,130.7,130.74,450694.0
2006-08-31,130.75,130.73,130.77,308733.0
2006-09-01,131.46,131.41,131.5,419694.0
2006-09-05,131.59,131.58,131.6,416750.0
2006-09-06,130.46,130.44,130.47,480699.0
2006-09-07,130.03,130.01,130.05,770412.0
2006-09-08,130.24,130.2,130.28,391320.0
2006-09-11,130.32,130.31,130.34,636619.0
2006-09-12,131.69,131.65,131.72,608003.0
2006-09-13,132.14,132.13,132.15,516583.0
2006-09-14,132.24,132.21,132.26,524338.0
2006-09-15,131.88,131.87,131.9,616449.0
2006-09-18,132.07,132.06,132.08,572829.0
2006-09-19,131.9,131.86,131.93,799912.0
2006-09-20,132.47,132.44,132.51,703238.0
2006-09-21,131.84,131.82,131.87,840435.0
2006-09-22,131.5,131.47,131.52,602092.0
2006-09-25,132.46,132.45,132.47,808696.0
2006-09-26,133.47,133.46,133.49,673572.0
2006-09-27,133.71,133.68,133.73,701372.0
2006-09-28,133.69,133.68,133.71,527844.0
2006-09-29,133.63,133.6,133.67,424519.0
2006-10-02,133.11,133.1,133.12,467131.0
2006-10-03,133.32,133.3,133.35,687565.0
2006-10-04,134.91,134.88,134.94,715922.0
2006-10-05,135.18,135.17,135.18,540969.0
